PROJECT_ID,COMPANY_NAME,PRODUCT_ID,PROJECT_NAME,COMPONENT_GROUP,COMPONENT,TOPIC_GROUP,TOPIC,PERC_ONE_DEC_PLACE,OUTCOME,RECOMMENDATION_TEXT,PROJECT_START_DATE,PROJECT_LAUNCH_DATE,DATE_UPLOAD,BENCHMARK_PERCENTILE,BENCHMARK_OUTCOME,BENCHMARK_SELECTIION
1261,Testing123,2,TESLA,Customer Culture CG,CDC,Customer Culture TG-Actionsteps,Listen to Customer,42.9,Immature,"1. Review / Define key customer measures, considering which measures are most appropriate for your department to monitor and track moving forward.  2. Look at all the Customer touchpoints and determine what data you currently capture; consider the frequency, depth of detail, value, etc. Where are the gaps?  3. Reach out to the data owners and ask what data is available that you can’t see or access. Consider options for increasing the usage of existing sources.",11/26/2020,11/27/2020,11/30/2020,50.6,Competent,Benchmark
1261,Testing123,2,TESLA,Customer Culture CG,CDC,Customer Culture TG-Recommendation,Culture of Customer,52.9,Competent,The approach to Customer is disparate and requires more comprehensive representation across the different dimensions of customer understanding and organisational culture.,11/26/2020,11/27/2020,11/30/2020,52.5,Competent,Benchmark
1261,Testing123,2,TESLA,Customer Culture CG,CDC,Customer Culture TG-Recommendation,Interaction with Customer,48.8,Competent,Move from bespoke tactical approaches to customer actions to a more well rounded strategic program that works to harmonize all communication activity; this will support increasing customer responsiveness to your interactions.,11/26/2020,11/27/2020,11/30/2020,41.2,Immature,Benchmark
1261,Testing123,2,TESLA,Customer Culture CG,CDC,Customer Culture TG-Recommendation,Knowledge of Customer,54.4,Competent,"There is an opportunity to make a step-change to lift your current insight on customers from historical profiling data to a more directed approach covering segmentation, prediction, and advanced intelligence.",11/26/2020,11/27/2020,11/30/2020,51,Competent,Benchmark
1261,Testing123,2,TESLA,Customer Culture CG,CDC,Customer Culture TG-Recommendation,Listen to Customer,42.9,Immature,The first real step to improve your organisation's ability in Data Management is to consider some actions that can demonstrate the value of Customer Data as an asset. This can be achieved by conducting an initial investigation where data gaps exist. ,11/26/2020,11/27/2020,11/30/2020,50.6,Competent,Benchmark
,,,,Participants,Questions_Answered,,,,,,,,,,,
1261,,2,TESLA,31,170,Customer Culture TG PARTICIPNATS QUESTIONS,Culture of Customer,52.9,Competent,"Cultivating a strong customer culture enables an organisation to build a narrative around how they want the market to perceive them, both as an employer of choice and a provider of customer solutions. How the views and experiences of your employees are reflected in their responses to these questions should be a testament to your customers own experiences with your business. This initial feedback suggests a mixed result on your level of customer culture, and more effort may be required to progress your organisation on this journey.",11/26/2020,11/27/2020,11/30/2020,52.5,Competent,Benchmark
1261,,2,TESLA,31,115,Customer Culture TG PARTICIPNATS QUESTIONS,Interaction with Customer,48.8,Competent,"Once an organisation has quantified its knowledge of its customers, it can service them with greater precision via the creation of strategic and tactical programs that improve targeting and operational effectiveness. Based on this review your business appears to have some customer programs in place, but hasn't been able to effectively deploy a full customer strategy. Investing in addressing the key challenges that are holding you back could be a viable option.",11/26/2020,11/27/2020,11/30/2020,41.2,Immature,Benchmark
1261,,2,TESLA,31,112,Customer Culture TG PARTICIPNATS QUESTIONS,Knowledge of Customer,54.4,Competent,"Taking raw data and building an understanding of your customers experience, predicting their future behaviour, and identifying how this relates to your commercial strategy is paramount to learning how best to serve your customers in a way that aligns to your business goals. Based on your feedback to these questions it appears your business is struggling to build customer intelligence capability. A more robust review of your analytical maturity would offer insight in how improvements could be made.",11/26/2020,11/27/2020,11/30/2020,51,Competent,Benchmark
1261,,2,TESLA,31,115,Customer Culture TG PARTICIPNATS QUESTIONS,Listen to Customer,42.9,Immature,"Customers leave a trail of data with each interaction. How your business copes with the capture, storage and processing of this information can determine how well you understand your customers need. Based on this initial feedback it appears that your business is not effective in the management of customer data. If you aspire to make customer data a priority, we highly recommend a more detailed review.",11/26/2020,11/27/2020,11/30/2020,50.6,Competent,Benchmark
1261,,2,TESLA,31,512,Customer Culture TG PARTICIPNATS QUESTIONS,Overall Efficiency Score-Introduction,50.2,Competent,"This CDC report is intended to provide an overview of your customer data culture capabilty. As this result is based on the feedback of one individual, we recommend you consider conducting this analysis with a wider set of participants to quantify the result before taking any actions.",11/26/2020,11/27/2020,11/30/2020,49.3,Competent,Benchmark
,,,,,,,,Percentage,Question,Answer,,,,,,
1261,,2,TESLA,,,Question_Text,Culture of Customer,29,Do you feel your business has an established Customer Culture?,Customer is at the heart of everything we do,11/26/2020,11/27/2020,1/12/2021,,,
1261,,2,TESLA,,,Question_Text,Culture of Customer,29,Do you feel your business has an established Customer Culture?,"Our culture is product/service driven, rather than customer-led",11/26/2020,11/27/2020,1/12/2021,,,
1261,,2,TESLA,,,Question_Text,Culture of Customer,35.5,Do you feel your business has an established Customer Culture?,We're transitioning from product/service to a more customer-led culture,11/26/2020,11/27/2020,1/12/2021,,,
1261,,2,TESLA,,,Question_Text,Interaction with Customer,19.4,Can your business take action that influences customer behaviour?,We can clearly measure which customer programs work best to influence customers behaviour,11/26/2020,11/27/2020,1/12/2021,,,
1261,,2,TESLA,,,Question_Text,Interaction with Customer,35.5,Can your business take action that influences customer behaviour?,We communicate with our customers to promote engagement often,11/26/2020,11/27/2020,1/12/2021,,,
1261,,2,TESLA,,,Question_Text,Interaction with Customer,35.5,Can your business take action that influences customer behaviour?,We don't conduct much customer activity,11/26/2020,11/27/2020,1/12/2021,,,
1261,,2,TESLA,,,Question_Text,Knowledge of Customer,38.7,Does your business clearly understand the customer journey?,Our customer journey is complex and difficult to track,11/26/2020,11/27/2020,1/12/2021,,,
1261,,2,TESLA,,,Question_Text,Knowledge of Customer,29,Does your business clearly understand the customer journey?,We have a general idea as to our customers purchase cycle,11/26/2020,11/27/2020,1/12/2021,,,
1261,,2,TESLA,,,Question_Text,Knowledge of Customer,25.8,Does your business clearly understand the customer journey?,We map our customer interactions throughout their journey from consideration to purchase,11/26/2020,11/27/2020,1/12/2021,,,
1261,,2,TESLA,,,Question_Text,Listen to Customer,6.5,Are you confident customer feedback data is handled appropriately?,Our business captures and stores all customer feedback,11/26/2020,11/27/2020,1/12/2021,,,
1261,,2,TESLA,,,Question_Text,Listen to Customer,74.2,Are you confident customer feedback data is handled appropriately?,We capture some feedback from customers when we can,11/26/2020,11/27/2020,1/12/2021,,,
1261,,2,TESLA,,,Question_Text,Listen to Customer,16.1,Are you confident customer feedback data is handled appropriately?,We're ineffective at handling customer feedback,11/26/2020,11/27/2020,1/12/2021,,,
,,,,,,,Promoting%,Neutral%,Dep%,Question,,,,,,
1261,,2,,Customer Culture CG,CDC,DIVERGING CHART,6.7,76.7,16.7,Are you confident customer feedback data is handled appropriately?,,,11/30/2020,,,
1261,,2,,Customer Culture CG,CDC,DIVERGING CHART,13.8,37.9,48.3,Are customer insights linked to your commercial strategy and goals?,,,11/30/2020,,,
1261,,2,,Customer Culture CG,CDC,DIVERGING CHART,21.4,39.3,39.3,Can your business take action that influences customer behaviour?,,,11/30/2020,,,
1261,,2,,Customer Culture CG,CDC,DIVERGING CHART,23.3,50,26.7,Are your products/services aligned to customer needs?,,,11/30/2020,,,
1261,,2,,Customer Culture CG,CDC,DIVERGING CHART,27.6,44.8,27.6,Can you clearly define each customer type (segment)?,,,11/30/2020,,,
1261,,2,,Customer Culture CG,CDC,DIVERGING CHART,27.6,6.9,65.5,Does your business capture enough valuable customer data?,,,11/30/2020,,,
1261,,2,,Customer Culture CG,CDC,DIVERGING CHART,27.6,31,41.4,Does your business clearly understand the customer journey?,,,11/30/2020,,,
1261,,2,,Customer Culture CG,CDC,DIVERGING CHART,28.6,39.3,32.1,Does your business deliver fair outcomes for your customers?,,,11/30/2020,,,
1261,,2,,Customer Culture CG,CDC,DIVERGING CHART,30.9,36.1,33,TOTAL RESPONSE AVERAGE,,,11/30/2020,,,
1261,,2,,Customer Culture CG,CDC,DIVERGING CHART,31,37.9,31,Do you feel your business has an established Customer Culture?,,,11/30/2020,,,
1261,,2,,Customer Culture CG,CDC,DIVERGING CHART,31,17.2,51.7,Does your business have a clear set of customer measures? ,,,11/30/2020,,,
1261,,2,,Customer Culture CG,CDC,DIVERGING CHART,31,41.4,27.6,Does your business have a clearly defined customer data strategy?,,,11/30/2020,,,
1261,,2,,Customer Culture CG,CDC,DIVERGING CHART,31,37.9,31,Does your business know which customers generate the most value?,,,11/30/2020,,,
1261,,2,,Customer Culture CG,CDC,DIVERGING CHART,37,37,25.9,Can you easily obtain customer data when needed?,,,11/30/2020,,,
1261,,2,,Customer Culture CG,CDC,DIVERGING CHART,37,48.1,14.8,Can your business predict how a customer will act next?,,,11/30/2020,,,
1261,,2,,Customer Culture CG,CDC,DIVERGING CHART,42.3,26.9,30.8,Do you have enough resources to be customer capable in your role?,,,11/30/2020,,,
1261,,2,,Customer Culture CG,CDC,DIVERGING CHART,42.9,32.1,25,Are the leaders of your business aligned to a customer driven culture?,,,11/30/2020,,,
1261,,2,,Customer Culture CG,CDC,DIVERGING CHART,44.8,17.2,37.9,Is your business responsive to customer disputes?,,,11/30/2020,,,
1261,,2,,Customer Culture CG,CDC,DIVERGING CHART,55.6,25.9,18.5,Is customer insight valuable to your business?,,,11/30/2020,,,
,,,,,,,,,,,,,,,,
1261,bM,2,Benchmark,Customer Culture CG,CDC,BENCHMARK,Culture of Customer,52.5,Competent,"Cultivating a strong customer culture enables an organisation to build a narrative around how they want the market to perceive them, both as an employer of choice and a provider of customer solutions. How the views and experiences of your employees are reflected in their responses to these questions should be a testament to your customers own experiences with your business. This initial feedback suggests a mixed result on your level of customer culture, and more effort may be required to progress your organisation on this journey.",,,11/12/2020,,,
1261,bM,2,Benchmark,Customer Culture CG,CDC,BENCHMARK,Interaction with Customer,41.2,Immature,"Once an organisation has quantified its knowledge of its customers, it can service them with greater precision via the creation of strategic and tactical programs that improve targeting and operational effectiveness. Based on this review it appears that your business has been unable to devise a customer strategy or deployment program that is helping you grow your customer capability. Investing in a strategic assessment of customer program opportunities is a potential solution to resolve this.",,,11/12/2020,,,
1261,bM,2,Benchmark,Customer Culture CG,CDC,BENCHMARK,Knowledge of Customer,51,Competent,"Taking raw data and building an understanding of your customers experience, predicting their future behaviour, and identifying how this relates to your commercial strategy is paramount to learning how best to serve your customers in a way that aligns to your business goals. Based on your feedback to these questions it appears your business is struggling to build customer intelligence capability. A more robust review of your analytical maturity would offer insight in how improvements could be made.",,,11/12/2020,,,
1261,bM,2,Benchmark,Customer Culture CG,CDC,BENCHMARK,Listen to Customer,50.6,Competent,"Customers leave a trail of data with each interaction. How your business copes with the capture, storage and processing of this information can determine how well you understand your customers need. Based on this initial feedback it appears your business has an opportunity to improve in this area. A review of the key aspects of data management that are not optimised for customer data capture may offer opportunities to advance your business further.",,,11/12/2020,,,
1261,bM,2,Benchmark,Customer Culture CG,CDC,BENCHMARK,Overall Efficiency Score-Introduction,49.3,Competent,"This CDC report is intended to provide an overview of your customer data culture capabilty. As this result is based on the feedback of one individual, we recommend you consider conducting this analysis with a wider set of participants to quantify the result before taking any actions.",,,11/12/2020,,,
1261,bM,2,Benchmark,Customer Culture CG,CDC,BENCHMARK,Overall Efficiency Score-Paragraph,49.3,Competent,Your feedback paints a picture of a business with some competence as a customer data culture. A viable next step could be to conduct a CDC enterprise investment to garner a complete view of these outcomes from a wider set of business stakeholders.,,,11/12/2020,,,
1261,bM,2,TESLA II,Customer Culture CG,CDC,BENCHMARK,Culture of Customer,50,Competent,"Cultivating a strong customer culture enables an organisation to build a narrative around how they want the market to perceive them, both as an employer of choice and a provider of customer solutions. How the views and experiences of your employees are reflected in their responses to these questions should be a testament to your customers own experiences with your business. This initial feedback suggests a mixed result on your level of customer culture, and more effort may be required to progress your organisation on this journey.",2/24/2021,,11/12/2020,,,
1261,bM,2,TESLA II,Customer Culture CG,CDC,BENCHMARK,Interaction with Customer,50,Immature,"Once an organisation has quantified its knowledge of its customers, it can service them with greater precision via the creation of strategic and tactical programs that improve targeting and operational effectiveness. Based on this review it appears that your business has been unable to devise a customer strategy or deployment program that is helping you grow your customer capability. Investing in a strategic assessment of customer program opportunities is a potential solution to resolve this.",2/24/2021,,11/12/2020,,,
1261,bM,2,TESLA II,Customer Culture CG,CDC,BENCHMARK,Knowledge of Customer,50,Competent,"Taking raw data and building an understanding of your customers experience, predicting their future behaviour, and identifying how this relates to your commercial strategy is paramount to learning how best to serve your customers in a way that aligns to your business goals. Based on your feedback to these questions it appears your business is struggling to build customer intelligence capability. A more robust review of your analytical maturity would offer insight in how improvements could be made.",2/24/2021,,11/12/2020,,,
1261,bM,2,TESLA II,Customer Culture CG,CDC,BENCHMARK,Listen to Customer,50,Competent,"Customers leave a trail of data with each interaction. How your business copes with the capture, storage and processing of this information can determine how well you understand your customers need. Based on this initial feedback it appears your business has an opportunity to improve in this area. A review of the key aspects of data management that are not optimised for customer data capture may offer opportunities to advance your business further.",2/24/2021,,11/12/2020,,,
1261,bM,2,TESLA II,Customer Culture CG,CDC,BENCHMARK,Overall Efficiency Score-Introduction,50,Competent,"This CDC report is intended to provide an overview of your customer data culture capabilty. As this result is based on the feedback of one individual, we recommend you consider conducting this analysis with a wider set of participants to quantify the result before taking any actions.",2/24/2021,,11/12/2020,,,
1261,bM,2,TESLA II,Customer Culture CG,CDC,BENCHMARK,Overall Efficiency Score-Paragraph,50,Competent,Your feedback paints a picture of a business with some competence as a customer data culture. A viable next step could be to conduct a CDC enterprise investment to garner a complete view of these outcomes from a wider set of business stakeholders.,2/24/2021,,11/12/2020,,,
1261,bM,2,TESLA III,Customer Culture CG,CDC,BENCHMARK,Culture of Customer,50,Competent,"Cultivating a strong customer culture enables an organisation to build a narrative around how they want the market to perceive them, both as an employer of choice and a provider of customer solutions. How the views and experiences of your employees are reflected in their responses to these questions should be a testament to your customers own experiences with your business. This initial feedback suggests a mixed result on your level of customer culture, and more effort may be required to progress your organisation on this journey.",5/25/2021,,11/12/2020,,,
1261,bM,2,TESLA III,Customer Culture CG,CDC,BENCHMARK,Interaction with Customer,50,Immature,"Once an organisation has quantified its knowledge of its customers, it can service them with greater precision via the creation of strategic and tactical programs that improve targeting and operational effectiveness. Based on this review it appears that your business has been unable to devise a customer strategy or deployment program that is helping you grow your customer capability. Investing in a strategic assessment of customer program opportunities is a potential solution to resolve this.",5/25/2021,,11/12/2020,,,
1261,bM,2,TESLA III,Customer Culture CG,CDC,BENCHMARK,Knowledge of Customer,50,Competent,"Taking raw data and building an understanding of your customers experience, predicting their future behaviour, and identifying how this relates to your commercial strategy is paramount to learning how best to serve your customers in a way that aligns to your business goals. Based on your feedback to these questions it appears your business is struggling to build customer intelligence capability. A more robust review of your analytical maturity would offer insight in how improvements could be made.",5/25/2021,,11/12/2020,,,
1261,bM,2,TESLA III,Customer Culture CG,CDC,BENCHMARK,Listen to Customer,50,Competent,"Customers leave a trail of data with each interaction. How your business copes with the capture, storage and processing of this information can determine how well you understand your customers need. Based on this initial feedback it appears your business has an opportunity to improve in this area. A review of the key aspects of data management that are not optimised for customer data capture may offer opportunities to advance your business further.",5/25/2021,,11/12/2020,,,
1261,bM,2,TESLA III,Customer Culture CG,CDC,BENCHMARK,Overall Efficiency Score-Introduction,50,Competent,"This CDC report is intended to provide an overview of your customer data culture capabilty. As this result is based on the feedback of one individual, we recommend you consider conducting this analysis with a wider set of participants to quantify the result before taking any actions.",5/25/2021,,11/12/2020,,,
1261,bM,2,TESLA III,Customer Culture CG,CDC,BENCHMARK,Overall Efficiency Score-Paragraph,50,Competent,Your feedback paints a picture of a business with some competence as a customer data culture. A viable next step could be to conduct a CDC enterprise investment to garner a complete view of these outcomes from a wider set of business stakeholders.,5/25/2021,,11/12/2020,,,
,,,Department name,,,,,,,,,,,,,
1261,,2,Analytics,Customer Culture CG,CDC,Department_graph,Overall Efficiency Score,44,Immature,,,,11/30/2020,,,
1261,,2,Customer Relation,Customer Culture CG,CDC,Department_graph,Overall Efficiency Score,48,Competent,,,,11/30/2020,,,
1261,,2,Executives,Customer Culture CG,CDC,Department_graph,Overall Efficiency Score,35,Immature,,,,11/30/2020,,,
1261,,2,Operation,Customer Culture CG,CDC,Department_graph,Overall Efficiency Score,52,Competent,,,,11/30/2020,,,
1261,,2,Strategic Decision,Customer Culture CG,CDC,Department_graph,Overall Efficiency Score,60,Established,,,,11/30/2020,,,
,,,Designation name,,,,,,,,,,,,,
1261,,2,ADMINISTRATOR,Customer Culture CG,CDC,Designation_graph,Overall Efficiency Score,32,Immature,,,,11/30/2020,,,
1261,,2,ANALYST,Customer Culture CG,CDC,Designation_graph,Overall Efficiency Score,44,Immature,,,,11/30/2020,,,
1261,,2,C-SUITE,Customer Culture CG,CDC,Designation_graph,Overall Efficiency Score,48,Competent,,,,11/30/2020,,,
1261,,2,EXECUTIVE,Customer Culture CG,CDC,Designation_graph,Overall Efficiency Score,52,Competent,,,,11/30/2020,,,
1261,,2,MANAGER,Customer Culture CG,CDC,Designation_graph,Overall Efficiency Score,50,Competent,,,,11/30/2020,,,
1261,,2,OTHER,Customer Culture CG,CDC,Designation_graph,Overall Efficiency Score,49,Competent,,,,11/30/2020,,,
1261,,2,SENIOR ANALYST,Customer Culture CG,CDC,Designation_graph,Overall Efficiency Score,46,Competent,,,,11/30/2020,,,
1261,,2,SENIOR EXECUTIVE,Customer Culture CG,CDC,Designation_graph,Overall Efficiency Score,54,Competent,,,,11/30/2020,,,
1261,,2,SPECIALIST,Customer Culture CG,CDC,Designation_graph,Overall Efficiency Score,54,Competent,,,,11/30/2020,,,
,,,,,,DUMBELL GRAPH data,,,,,,,,,,
1261,,2,ADMINISTRATOR,dumbell MAX,CDC,dumbell_Final,Overall Efficiency Score,31.7,Immature,,,,11/30/2021,,,
1261,,2,ADMINISTRATOR,dumbell MIN,CDC,dumbell_Final,Overall Efficiency Score,31.7,Immature,,,,11/30/2020,,,
1261,,2,ANALYST,dumbell MAX,CDC,dumbell_Final,Overall Efficiency Score,51.2,Immature,,,,11/30/2021,,,
1261,,2,ANALYST,dumbell MIN,CDC,dumbell_Final,Overall Efficiency Score,36.2,Immature,,,,11/30/2020,,,
1261,,2,C-SUITE,dumbell MAX,CDC,dumbell_Final,Overall Efficiency Score,87.1,Competent,,,,11/30/2021,,,
1261,,2,C-SUITE,dumbell MIN,CDC,dumbell_Final,Overall Efficiency Score,2.5,Competent,,,,11/30/2020,,,
1261,,2,EXECUTIVE,dumbell MAX,CDC,dumbell_Final,Overall Efficiency Score,95.4,Competent,,,,11/30/2021,,,
1261,,2,EXECUTIVE,dumbell MIN,CDC,dumbell_Final,Overall Efficiency Score,35,Competent,,,,11/30/2020,,,
1261,,2,MANAGER,dumbell MAX,CDC,dumbell_Final,Overall Efficiency Score,66.7,Competent,,,,11/30/2021,,,
1261,,2,MANAGER,dumbell MIN,CDC,dumbell_Final,Overall Efficiency Score,36.7,Competent,,,,11/30/2020,,,
1261,,2,OTHER,dumbell MAX,CDC,dumbell_Final,Overall Efficiency Score,49.2,Competent,,,,11/30/2021,,,
1261,,2,OTHER,dumbell MIN,CDC,dumbell_Final,Overall Efficiency Score,49.2,Competent,,,,11/30/2020,,,
1261,,2,SENIOR ANALYST,dumbell MAX,CDC,dumbell_Final,Overall Efficiency Score,47.5,Competent,,,,11/30/2021,,,
1261,,2,SENIOR ANALYST,dumbell MIN,CDC,dumbell_Final,Overall Efficiency Score,43.3,Competent,,,,11/30/2020,,,
1261,,2,SENIOR EXECUTIVE,dumbell MAX,CDC,dumbell_Final,Overall Efficiency Score,61.9,Competent,,,,11/30/2021,,,
1261,,2,SENIOR EXECUTIVE,dumbell MIN,CDC,dumbell_Final,Overall Efficiency Score,45.8,Competent,,,,11/30/2020,,,
1261,,2,SPECIALIST,dumbell MAX,CDC,dumbell_Final,Overall Efficiency Score,61.3,Competent,,,,11/30/2021,,,
1261,,2,SPECIALIST,dumbell MIN,CDC,dumbell_Final,Overall Efficiency Score,45.8,Competent,,,,11/30/2020,,,
,,,,Total resppnses,,,,Positive responses,neutral responses,Depreciating,,,,,,
1261,,2,Benchmark,102,CDCBM,TYPE OF RESPONSE DISTRIBUTION,Culture of Customer,31,36,35,,,11/30/2020,,,Benchmark
1261,,2,Benchmark,68,CDCBM,TYPE OF RESPONSE DISTRIBUTION,Interaction with Customer,25,27,16,,,11/30/2020,,,Benchmark
1261,,2,Benchmark,68,CDCBM,TYPE OF RESPONSE DISTRIBUTION,Knowledge of Customer,22,23,23,,,11/30/2020,,,Benchmark
1261,,2,Benchmark,68,CDCBM,TYPE OF RESPONSE DISTRIBUTION,Listen to Customer,22,28,18,,,11/30/2020,,,Benchmark
1261,,2,TESLA,170,CDC,TYPE OF RESPONSE DISTRIBUTION,Culture of Customer,60,58,52,11/26/2020,11/27/2020,11/30/2020,52.5,Competent,Benchmark
1261,,2,TESLA,115,CDC,TYPE OF RESPONSE DISTRIBUTION,Interaction with Customer,32,47,36,11/26/2020,11/27/2020,11/30/2020,41.2,Immature,Benchmark
1261,,2,TESLA,112,CDC,TYPE OF RESPONSE DISTRIBUTION,Knowledge of Customer,37,40,35,11/26/2020,11/27/2020,11/30/2020,51,Competent,Benchmark
1261,,2,TESLA,115,CDC,TYPE OF RESPONSE DISTRIBUTION,Listen to Customer,29,40,46,11/26/2020,11/27/2020,11/30/2020,50.6,Competent,Benchmark
,,,,,,BOXPLOT PLOT DATA ,,,,,,,,,,
1261,,2,ADMINISTRATOR,Customer Culture CG,CDC,BOXPLOT,Culture of Customer,54.8,Established,,,,11/30/2020,,,
1261,,2,ADMINISTRATOR,Customer Culture CG,CDC,BOXPLOT,Interaction with Customer,48.1,Competent,,,,11/30/2020,,,
1261,,2,ADMINISTRATOR,Customer Culture CG,CDC,BOXPLOT,Knowledge of Customer,9.6,Undeveloped,,,,11/30/2020,,,
1261,,2,ADMINISTRATOR,Customer Culture CG,CDC,BOXPLOT,Listen to Customer,0,Undeveloped,,,,11/30/2020,,,
1261,,2,ADMINISTRATOR,Customer Culture CG,CDC,BOXPLOT,Overall Efficiency Score,31.7,Immature,,,,11/30/2020,,,
1261,,2,ANALYST,Customer Culture CG,CDC,BOXPLOT,Culture of Customer,19,Undeveloped,,,,11/30/2020,,,
1261,,2,ANALYST,Customer Culture CG,CDC,BOXPLOT,Culture of Customer,69,Established,,,,11/30/2020,,,
1261,,2,ANALYST,Customer Culture CG,CDC,BOXPLOT,Interaction with Customer,28.8,Immature,,,,11/30/2020,,,
1261,,2,ANALYST,Customer Culture CG,CDC,BOXPLOT,Interaction with Customer,30.8,Immature,,,,11/30/2020,,,
1261,,2,ANALYST,Customer Culture CG,CDC,BOXPLOT,Knowledge of Customer,54.5,Established,,,,11/30/2020,,,
1261,,2,ANALYST,Customer Culture CG,CDC,BOXPLOT,Knowledge of Customer,57.7,Established,,,,11/30/2020,,,
